#blade pitch [deg] TSR [-] axial ind.factor [-] tangential ind.factor [-]
0.00 0.50 4.959 1.065727e-01 -1.065727e-01
0.00 0.50 9.277 5.121680e-02 -5.121680e-02
0.00 0.50 13.596 6.967224e-02 3.949708e-01
0.00 0.50 17.914 5.697244e-02 2.167811e-01
0.00 0.50 22.232 4.891717e-02 1.252004e-01
0.00 0.50 26.550 4.228609e-02 8.089418e-02
0.00 0.50 30.869 3.681582e-02 5.705266e-02
0.00 0.50 35.187 3.234610e-02 4.194695e-02
0.00 0.50 39.505 2.982323e-02 3.037710e-02
0.00 0.50 43.823 2.790711e-02 2.185142e-02
0.00 0.50 48.142 2.521232e-02 1.665843e-02
0.00 0.50 52.460 2.357447e-02 1.210537e-02
0.00 0.50 56.778 2.191643e-02 8.994998e-03
0.00 0.50 61.096 2.031083e-02 6.954550e-03
0.00 0.50 65.415 1.908171e-02 5.422794e-03
0.00 0.50 69.733 1.816389e-02 4.340356e-03
0.00 0.50 74.051 1.771342e-02 3.568368e-03
0.00 0.50 78.369 1.797315e-02 3.056592e-03
0.00 0.50 82.688 1.948320e-02 2.798054e-03
0.00 0.50 87.006 2.451231e-02 2.978410e-03
0.00 1.00 4.959 1.066401e-01 -1.066401e-01
0.00 1.00 9.277 5.134959e-02 -5.134959e-02
0.00 1.00 13.596 7.035034e-02 2.120336e-01
0.00 1.00 17.914 5.805475e-02 1.205633e-01
0.00 1.00 22.232 5.048275e-02 7.334168e-02
0.00 1.00 26.550 4.423991e-02 4.966373e-02
0.00 1.00 30.869 3.905577e-02 3.632012e-02
0.00 1.00 35.187 3.479353e-02 2.747896e-02
0.00 1.00 39.505 3.224995e-02 2.007230e-02
0.00 1.00 43.823 3.025613e-02 1.443894e-02
0.00 1.00 48.142 2.764856e-02 1.115441e-02
0.00 1.00 52.460 2.598870e-02 8.168916e-03
0.00 1.00 56.778 2.434910e-02 6.166288e-03
0.00 1.00 61.096 2.280198e-02 4.869036e-03
0.00 1.00 65.415 2.162595e-02 3.884436e-03
0.00 1.00 69.733 2.079501e-02 3.192250e-03
0.00 1.00 74.051 2.049080e-02 2.703062e-03
0.00 1.00 78.369 2.101907e-02 2.391925e-03
0.00 1.00 82.688 2.305307e-02 2.268157e-03
0.00 1.00 87.006 2.938350e-02 2.508328e-03
0.00 1.50 4.959 1.067522e-01 -1.067522e-01
0.00 1.50 9.277 5.156955e-02 -5.156955e-02
0.00 1.50 13.596 7.157698e-02 1.497307e-01
0.00 1.50 17.914 5.980954e-02 8.645259e-02
0.00 1.50 22.232 5.286520e-02 5.389971e-02
0.00 1.50 26.550 4.701355e-02 3.655598e-02
0.00 1.50 30.869 4.210400e-02 2.647632e-02
0.00 1.50 35.187 3.816926e-02 2.007413e-02
0.00 1.50 39.505 3.569292e-02 1.479999e-02
0.00 1.50 43.823 3.363496e-02 1.086182e-02
0.00 1.50 48.142 3.131343e-02 8.680924e-03
0.00 1.50 52.460 2.970268e-02 6.652769e-03
0.00 1.50 56.778 2.822587e-02 5.299846e-03
0.00 1.50 61.096 2.696786e-02 4.442842e-03
0.00 1.50 65.415 2.606816e-02 3.795898e-03
0.00 1.50 69.733 2.557668e-02 3.369759e-03
0.00 1.50 74.051 2.570749e-02 3.109370e-03
0.00 1.50 78.369 2.689038e-02 2.979445e-03
0.00 1.50 82.688 3.011536e-02 3.093826e-03
0.00 1.50 87.006 3.898216e-02 3.835194e-03
0.00 2.00 4.959 1.069087e-01 -1.069087e-01
0.00 2.00 9.277 5.187473e-02 -5.187473e-02
0.00 2.00 13.596 7.297767e-02 1.139050e-01
0.00 2.00 17.914 6.199468e-02 6.650787e-02
0.00 2.00 22.232 5.601022e-02 4.243872e-02
0.00 2.00 26.550 5.114850e-02 2.978587e-02
0.00 2.00 30.869 4.710696e-02 2.235869e-02
0.00 2.00 35.187 4.405374e-02 1.779708e-02
0.00 2.00 39.505 4.211739e-02 1.405529e-02
0.00 2.00 43.823 4.023863e-02 1.109976e-02
0.00 2.00 48.142 3.842587e-02 9.389070e-03
0.00 2.00 52.460 3.668478e-02 7.707498e-03
0.00 2.00 56.778 3.517127e-02 6.595850e-03
0.00 2.00 61.096 3.427956e-02 5.896791e-03
0.00 2.00 65.415 3.373481e-02 5.318805e-03
0.00 2.00 69.733 3.357771e-02 5.014333e-03
0.00 2.00 74.051 3.438283e-02 4.881547e-03
0.00 2.00 78.369 3.683769e-02 4.868844e-03
0.00 2.00 82.688 4.220870e-02 5.188192e-03
0.00 2.00 87.006 5.637089e-02 6.542685e-03
0.00 2.50 4.959 1.071090e-01 -1.071090e-01
0.00 2.50 9.277 5.226251e-02 -5.226251e-02
0.00 2.50 13.596 7.522248e-02 9.376433e-02
0.00 2.50 17.914 6.559290e-02 5.653342e-02
0.00 2.50 22.232 6.094309e-02 3.722417e-02
0.00 2.50 26.550 5.756971e-02 2.747794e-02
0.00 2.50 30.869 5.561032e-02 2.263475e-02
0.00 2.50 35.187 5.350934e-02 1.851801e-02
0.00 2.50 39.505 5.113117e-02 1.477356e-02
0.00 2.50 43.823 4.905809e-02 1.232863e-02
0.00 2.50 48.142 4.706610e-02 1.122942e-02
0.00 2.50 52.460 4.740950e-02 1.021770e-02
0.00 2.50 56.778 4.758875e-02 9.333262e-03
0.00 2.50 61.096 4.741820e-02 8.417822e-03
0.00 2.50 65.415 4.767365e-02 7.653977e-03
0.00 2.50 69.733 4.831773e-02 6.986213e-03
0.00 2.50 74.051 4.990893e-02 6.519110e-03
0.00 2.50 78.369 5.344530e-02 6.337663e-03
0.00 2.50 82.688 6.118205e-02 6.613579e-03
0.00 2.50 87.006 8.242180e-02 8.140718e-03
0.00 3.00 4.959 1.073526e-01 -1.073526e-01
0.00 3.00 9.277 5.272969e-02 -5.272969e-02
0.00 3.00 13.596 7.847652e-02 8.179268e-02
0.00 3.00 17.914 7.070633e-02 5.161061e-02
0.00 3.00 22.232 6.841401e-02 3.630448e-02
0.00 3.00 26.550 6.746756e-02 2.852427e-02
0.00 3.00 30.869 6.554119e-02 2.257638e-02
0.00 3.00 35.187 6.098213e-02 1.811139e-02
0.00 3.00 39.505 6.098802e-02 1.612652e-02
0.00 3.00 43.823 6.302571e-02 1.535652e-02
0.00 3.00 48.142 6.320612e-02 1.346377e-02
0.00 3.00 52.460 6.519276e-02 1.255585e-02
0.00 3.00 56.778 6.629790e-02 1.142406e-02
0.00 3.00 61.096 6.657285e-02 1.014729e-02
0.00 3.00 65.415 6.741301e-02 9.160865e-03
0.00 3.00 69.733 6.850100e-02 8.308145e-03
0.00 3.00 74.051 7.076769e-02 7.691496e-03
0.00 3.00 78.369 7.574055e-02 7.403885e-03
0.00 3.00 82.688 8.678445e-02 7.651521e-03
0.00 3.00 87.006 1.184146e-01 9.413267e-03
0.00 3.50 4.959 1.076387e-01 -1.076387e-01
0.00 3.50 9.277 5.327264e-02 -5.327264e-02
0.00 3.50 13.596 8.290590e-02 7.505039e-02
0.00 3.50 17.914 7.834885e-02 5.117738e-02
0.00 3.50 22.232 7.809300e-02 3.676881e-02
0.00 3.50 26.550 7.609925e-02 2.727880e-02
0.00 3.50 30.869 7.466581e-02 2.113660e-02
0.00 3.50 35.187 7.334323e-02 1.869243e-02
0.00 3.50 39.505 7.707680e-02 1.783070e-02
0.00 3.50 43.823 8.383984e-02 1.777015e-02
0.00 3.50 48.142 8.600743e-02 1.578918e-02
0.00 3.50 52.460 9.074833e-02 1.486709e-02
0.00 3.50 56.778 9.328342e-02 1.349844e-02
0.00 3.50 61.096 9.412669e-02 1.196815e-02
0.00 3.50 65.415 9.582685e-02 1.080731e-02
0.00 3.50 69.733 9.771122e-02 9.803618e-03
0.00 3.50 74.051 1.012645e-01 9.075299e-03
0.00 3.50 78.369 1.086665e-01 8.718236e-03
0.00 3.50 82.688 1.245264e-01 8.930572e-03
0.00 3.50 87.006 1.681871e-01 1.059235e-02
0.00 4.00 4.959 1.079666e-01 -1.079666e-01
0.00 4.00 9.277 5.388741e-02 -5.388741e-02
0.00 4.00 13.596 8.923887e-02 7.299076e-02
0.00 4.00 17.914 8.647804e-02 5.008043e-02
0.00 4.00 22.232 8.752625e-02 3.168994e-02
0.00 4.00 26.550 8.807383e-02 2.252389e-02
0.00 4.00 30.869 8.818321e-02 2.155787e-02
0.00 4.00 35.187 9.005427e-02 1.994162e-02
0.00 4.00 39.505 1.014767e-01 2.065607e-02
0.00 4.00 43.823 1.159187e-01 2.118543e-02
0.00 4.00 48.142 1.226332e-01 1.926593e-02
